StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q20,Q2,Q3,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q22,Q23,Q16_1,Q16_2,Q16_3,Q16_4,Q16_6,Q16_6_TEXT,Q17_1,Q17_2,Q17_3,Q17_4,Q17_5,Q17_6,Q17_6_TEXT,Q21
2022-10-22 07:07:44,2022-10-22 07:10:25,IP Address,*******,100,161,True,2022-10-22 07:10:26,R_6xPrLnlOEf6NVf3,*******,*******,*******,*******,*******,*******,anonymous,EN,"ese47 ",No,,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,,,,"When posting notes, we should not be constrained to select topics from last week’s lecture but should be allowed to choose learned topics in the last 2 weeks.",,,Default post order in “community” page should be organized by random rather than by time,,,,,,,
2022-10-22 07:21:27,2022-10-22 07:23:40,IP Address,*******,100,132,True,2022-10-22 07:23:40,R_1mEHRZxUUlmw7zY,*******,*******,*******,*******,*******,*******,anonymous,EN,eay28,No,,Somewhat agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,,,"When posting notes, we should not be constrained to select topics from last week’s lecture but should be allowed to choose learned topics in the last 2 weeks.",,,,Add a @TA feature to ask for TAs' opinions,,,,,,
2022-10-22 08:19:00,2022-10-22 08:20:58,IP Address,*******,100,118,True,2022-10-22 08:20:58,R_3Eg0Mppd0LGkAKx,*******,*******,*******,*******,*******,*******,anonymous,EN,jw832,No,,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly agree,,"When posting notes, we should not be constrained to select topics from last week’s lecture but should be allowed to choose any learned topics in the course.",,"When posting notes, we should not be constrained to select topics from last week’s lecture but should be allowed to choose learned topics in the last 2 weeks.",,,Default post order in “community” page should be organized by random rather than by time,,,,,,,
2022-10-22 10:11:20,2022-10-22 10:13:27,IP Address,*******,100,127,True,2022-10-22 10:13:28,R_10q78p3o2e2z9LU,*******,*******,*******,*******,*******,*******,anonymous,EN,mtq6,No,,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Our community should prioritize responding to each other’s comments (also count as comments) rather than always starting new comments.,,,,,,,,,Add links to profiles of whom left comments,Add a filter to only see posts by friends,,,
2022-10-22 10:17:19,2022-10-22 10:20:23,IP Address,*******,100,183,True,2022-10-22 10:20:23,R_1pS5nBFoyVGU3SK,*******,*******,*******,*******,*******,*******,anonymous,EN,Cml324,No,,Somewhat agree,Somewhat agree,Strongly disagree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly disagree,Strongly agree,,,,,"Others, please specify",I like the guidelines as is,,,,,Add a filter to only see posts by friends,,,
2022-10-21 10:39:10,2022-10-22 10:29:57,IP Address,*******,100,85846,True,2022-10-22 10:29:57,R_r7O1cVrEy2lAw6t,*******,*******,*******,*******,*******,*******,anonymous,EN,sn528,No,,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,,"When posting notes, we should not be constrained to select topics from last week’s lecture but should be allowed to choose any learned topics in the course.",,"When posting notes, we should not be constrained to select topics from last week’s lecture but should be allowed to choose learned topics in the last 2 weeks.",,,Default post order in “community” page should be organized by random rather than by time,,,Add links to profiles of whom left comments,,,,
2022-10-22 10:41:03,2022-10-22 10:44:00,IP Address,*******,100,177,True,2022-10-22 10:44:00,R_23en2oBG56z4AYV,*******,*******,*******,*******,*******,*******,anonymous,EN,rmb358,No,,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Our community should prioritize responding to each other’s comments (also count as comments) rather than always starting new comments.,,,,,,,Add a @TA feature to ask for TAs' opinions,,,,,,
2022-10-22 12:24:06,2022-10-22 12:27:52,IP Address,*******,100,226,True,2022-10-22 12:27:53,R_3kNY59BLyP1fgS2,*******,*******,*******,*******,*******,*******,anonymous,EN,esc82,Yes,Currently says I have zero total comments when I have commented twice each week,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Strongly agree,,"When posting notes, we should not be constrained to select topics from last week’s lecture but should be allowed to choose any learned topics in the course.",,"When posting notes, we should not be constrained to select topics from last week’s lecture but should be allowed to choose learned topics in the last 2 weeks.",,,Default post order in “community” page should be organized by random rather than by time,,,,,,,
2022-10-15 13:23:15,2022-10-15 13:23:49,IP Address,*******,86,33,False,2022-10-22 13:23:55,R_3FQFz7BfW9ImgXg,*******,*******,*******,*******,*******,*******,anonymous,EN,test,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-15 13:24:56,2022-10-15 13:25:28,IP Address,*******,86,32,False,2022-10-22 13:25:29,R_3F4db55vLRKHAoP,*******,*******,*******,*******,*******,*******,anonymous,EN,t,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-22 15:40:01,2022-10-22 15:42:33,IP Address,*******,100,152,True,2022-10-22 15:42:34,R_25BL5PA6ROtLIPj,*******,*******,*******,*******,*******,*******,anonymous,EN,mvs38,No,,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Our community should prioritize responding to each other’s comments (also count as comments) rather than always starting new comments.,,Posts should answer a specific given question on a topic (e.g. how to reduce crowding by design) rather than simply related to the topic,,,,,Add a @TA feature to ask for TAs' opinions,Add a @peers feature to ask for peers' opinions,,,,,"I've really enjoyed it, thank you! "
2022-10-22 15:50:49,2022-10-22 15:52:15,IP Address,*******,100,86,True,2022-10-22 15:52:16,R_2q3k58hPlbMNnNF,*******,*******,*******,*******,*******,*******,anonymous,EN,nam97,No,,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,,"When posting notes, we should not be constrained to select topics from last week’s lecture but should be allowed to choose any learned topics in the course.",,,,,,,,Add links to profiles of whom left comments,,,,
2022-10-22 16:35:32,2022-10-22 16:43:15,IP Address,*******,100,463,True,2022-10-22 16:43:16,R_1mFajitapWMzPzC,*******,*******,*******,*******,*******,*******,anonymous,EN,mnr34,No,,Somewhat agree,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,,,,,"Others, please specify",more topics (rather than just 2) to choose from each week based on content,,,,Add links to profiles of whom left comments,,,,N/A
2022-10-22 20:24:45,2022-10-22 20:25:49,IP Address,*******,100,64,True,2022-10-22 20:25:49,R_2QM7b8RpIJNQEFA,*******,*******,*******,*******,*******,*******,anonymous,EN,dmk289,No,,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Somewhat agree,,,,"When posting notes, we should not be constrained to select topics from last week’s lecture but should be allowed to choose learned topics in the last 2 weeks.",,,,Add a @TA feature to ask for TAs' opinions,,,,,,
2022-10-22 20:27:05,2022-10-22 20:28:27,IP Address,*******,100,81,True,2022-10-22 20:28:27,R_3QEp5oLamxCkC6f,*******,*******,*******,*******,*******,*******,anonymous,EN,fs369,No,,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,,"When posting notes, we should not be constrained to select topics from last week’s lecture but should be allowed to choose any learned topics in the course.",,,,,Default post order in “community” page should be organized by random rather than by time,,,Add links to profiles of whom left comments,,,,
2022-10-22 21:13:21,2022-10-22 21:15:16,IP Address,*******,100,115,True,2022-10-22 21:15:17,R_2zMZcctC6U5cNzG,*******,*******,*******,*******,*******,*******,anonymous,EN,mg2265,No,,Somewhat disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly disagree,Neither agree nor disagree,,,,"When posting notes, we should not be constrained to select topics from last week’s lecture but should be allowed to choose learned topics in the last 2 weeks.",,,,,Add a @peers feature to ask for peers' opinions,,,,,
2022-10-22 21:33:34,2022-10-22 22:14:58,IP Address,*******,100,2484,True,2022-10-22 22:14:58,R_3npgZEi95E7xfps,*******,*******,*******,*******,*******,*******,anonymous,EN,mrm397,Yes,"When I type a comment, it stays in the text box after I click submit.",Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,,"When posting notes, we should not be constrained to select topics from last week’s lecture but should be allowed to choose any learned topics in the course.",,"When posting notes, we should not be constrained to select topics from last week’s lecture but should be allowed to choose learned topics in the last 2 weeks.",,,,Add a @TA feature to ask for TAs' opinions,Add a @peers feature to ask for peers' opinions,Add links to profiles of whom left comments,,,,
2022-10-22 22:45:43,2022-10-22 22:46:46,IP Address,*******,100,62,True,2022-10-22 22:46:46,R_27rEn19tFApInBm,*******,*******,*******,*******,*******,*******,anonymous,EN,Akw67,No,,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat agree,,"When posting notes, we should not be constrained to select topics from last week’s lecture but should be allowed to choose any learned topics in the course.",,"When posting notes, we should not be constrained to select topics from last week’s lecture but should be allowed to choose learned topics in the last 2 weeks.",,,Default post order in “community” page should be organized by random rather than by time,,,,,,,
2022-10-23 08:49:53,2022-10-23 08:51:49,IP Address,*******,100,115,True,2022-10-23 08:51:49,R_2rSmro6EES35l3v,*******,*******,*******,*******,*******,*******,anonymous,EN,rmg294,Yes,would not let me log in,Somewhat agree,Somewhat agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,,"When posting notes, we should not be constrained to select topics from last week’s lecture but should be allowed to choose any learned topics in the course.",,"When posting notes, we should not be constrained to select topics from last week’s lecture but should be allowed to choose learned topics in the last 2 weeks.",,,Default post order in “community” page should be organized by random rather than by time,,,,,,,
2022-10-23 10:05:01,2022-10-23 10:06:41,IP Address,*******,100,100,True,2022-10-23 10:06:41,R_1QELV4UepE8Y9L7,*******,*******,*******,*******,*******,*******,anonymous,EN,rw648,No,,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Our community should prioritize responding to each other’s comments (also count as comments) rather than always starting new comments.,,,,,,,Add a @TA feature to ask for TAs' opinions,,,,,,
2022-10-16 09:43:58,2022-10-16 10:08:28,IP Address,*******,86,1470,False,2022-10-23 10:08:36,R_8iWLqB0oAvXEDOV,*******,*******,*******,*******,*******,*******,anonymous,EN,gz262,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-23 10:35:31,2022-10-23 10:52:00,IP Address,*******,100,988,True,2022-10-23 10:52:00,R_ZsOI3XGSZhkCgNP,*******,*******,*******,*******,*******,*******,anonymous,EN,jcy54,No,,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly disagree,Neither agree nor disagree,,,,"When posting notes, we should not be constrained to select topics from last week’s lecture but should be allowed to choose learned topics in the last 2 weeks.",,,,,Add a @peers feature to ask for peers' opinions,,,,,
2022-10-23 11:38:17,2022-10-23 11:40:37,IP Address,*******,100,140,True,2022-10-23 11:40:37,R_23V5iafnZpq972M,*******,*******,*******,*******,*******,*******,anonymous,EN,ep443,Yes,It seemed that some of my posts were duplicated or at times missing.,Somewhat agree,Somewhat agree,Strongly disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly agree,,"When posting notes, we should not be constrained to select topics from last week’s lecture but should be allowed to choose any learned topics in the course.",,,,,,Add a @TA feature to ask for TAs' opinions,,,,,,
2022-10-23 12:56:05,2022-10-23 13:30:50,IP Address,*******,100,2084,True,2022-10-23 13:30:50,R_UKNDmKpQh77y6I1,*******,*******,*******,*******,*******,*******,anonymous,EN,geo9,No,,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,,"When posting notes, we should not be constrained to select topics from last week’s lecture but should be allowed to choose any learned topics in the course.",,"When posting notes, we should not be constrained to select topics from last week’s lecture but should be allowed to choose learned topics in the last 2 weeks.",,,,,,Add links to profiles of whom left comments,,,,
2022-10-23 15:31:06,2022-10-23 15:32:13,IP Address,*******,100,66,True,2022-10-23 15:32:13,R_XGM1agBueQ2APzX,*******,*******,*******,*******,*******,*******,anonymous,EN,shl235,No,,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Our community should prioritize responding to each other’s comments (also count as comments) rather than always starting new comments.,,,,,,,,,Add links to profiles of whom left comments,,,,
2022-10-23 21:00:53,2022-10-23 21:02:26,IP Address,*******,100,93,True,2022-10-23 21:02:27,R_1gLXLHd3sDdQT0b,*******,*******,*******,*******,*******,*******,anonymous,EN,"mcd237 ",No,,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,,"When posting notes, we should not be constrained to select topics from last week’s lecture but should be allowed to choose any learned topics in the course.",,"When posting notes, we should not be constrained to select topics from last week’s lecture but should be allowed to choose learned topics in the last 2 weeks.",,,,Add a @TA feature to ask for TAs' opinions,,Add links to profiles of whom left comments,,,,
2022-10-23 21:52:30,2022-10-23 22:07:25,IP Address,*******,100,895,True,2022-10-23 22:07:26,R_1dofvQ1Ott9qkSB,*******,*******,*******,*******,*******,*******,anonymous,EN,ay283,Yes,I was not able to upload a picture on Chrome. I tried using Safari and it worked,Somewhat agree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Our community should prioritize responding to each other’s comments (also count as comments) rather than always starting new comments.,,,,,,,,,,Add a filter to only see posts by friends,,,
2022-10-16 22:44:56,2022-10-16 22:45:42,IP Address,*******,86,45,False,2022-10-23 22:45:42,R_3MlFaGreqJLSbrn,*******,*******,*******,*******,*******,*******,anonymous,EN,s,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-23 22:44:04,2022-10-23 23:03:15,IP Address,*******,100,1150,True,2022-10-23 23:03:15,R_3HANI4YWeicdlZL,*******,*******,*******,*******,*******,*******,anonymous,EN,pa292,No,,Somewhat agree,Somewhat agree,Strongly disagree,Strongly agree,Somewhat agree,Strongly disagree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,,,,"When posting notes, we should not be constrained to select topics from last week’s lecture but should be allowed to choose learned topics in the last 2 weeks.",,,Default post order in “community” page should be organized by random rather than by time,,,,,,,none
2022-10-15 13:21:08,2022-10-16 23:22:30,IP Address,*******,86,122481,False,2022-10-23 23:22:32,R_1BPnQe2UhGhG49V,*******,*******,*******,*******,*******,*******,anonymous,EN,wz334,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-24 09:26:00,2022-10-24 09:26:53,IP Address,*******,100,53,True,2022-10-24 09:26:54,R_2bIRJiBpVwYjjy5,*******,*******,*******,*******,*******,*******,anonymous,EN,plz8,No,,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,,"When posting notes, we should not be constrained to select topics from last week’s lecture but should be allowed to choose any learned topics in the course.",,"When posting notes, we should not be constrained to select topics from last week’s lecture but should be allowed to choose learned topics in the last 2 weeks.",,,,,,Add links to profiles of whom left comments,,,,
2022-10-24 14:11:49,2022-10-24 14:12:45,IP Address,*******,100,55,True,2022-10-24 14:12:46,R_2wcxXWBvA9QCLq5,*******,*******,*******,*******,*******,*******,anonymous,EN,mak448,No,,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,,"When posting notes, we should not be constrained to select topics from last week’s lecture but should be allowed to choose any learned topics in the course.",,,,,,,,,Add a filter to only see posts by friends,,,
2022-10-24 21:50:53,2022-10-24 21:51:22,IP Address,*******,100,28,True,2022-10-24 21:51:22,R_1cY6NkHoWmBgJS4,*******,*******,*******,*******,*******,*******,anonymous,EN,xz283,No,,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,,"When posting notes, we should not be constrained to select topics from last week’s lecture but should be allowed to choose any learned topics in the course.",,,,,,,Add a @peers feature to ask for peers' opinions,,,,,
2022-10-25 22:07:40,2022-10-25 22:09:56,IP Address,*******,100,136,True,2022-10-25 22:09:57,R_3nVtkfGvr9YuZrf,*******,*******,*******,*******,*******,*******,anonymous,EN,crd229,Yes,The app was broken. I couldn’t create a post or view the community page,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat disagree,Strongly agree,Strongly agree,,,,"When posting notes, we should not be constrained to select topics from last week’s lecture but should be allowed to choose learned topics in the last 2 weeks.",,,,,,Add links to profiles of whom left comments,,,,N/A
2022-10-27 10:38:49,2022-10-27 10:39:51,IP Address,*******,100,62,True,2022-10-27 10:39:52,R_3qU2uQ6vjtxM3bb,*******,*******,*******,*******,*******,*******,anonymous,EN,jhz23,No,,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,,,Posts should answer a specific given question on a topic (e.g. how to reduce crowding by design) rather than simply related to the topic,,,,,,,Add links to profiles of whom left comments,,,,
2022-10-28 10:21:29,2022-10-28 10:22:57,IP Address,*******,100,88,True,2022-10-28 10:22:57,R_1nUTyN7zPXGub5o,*******,*******,*******,*******,*******,*******,anonymous,EN,jz485,No,,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,,"When posting notes, we should not be constrained to select topics from last week’s lecture but should be allowed to choose any learned topics in the course.",,"When posting notes, we should not be constrained to select topics from last week’s lecture but should be allowed to choose learned topics in the last 2 weeks.",,,,Add a @TA feature to ask for TAs' opinions,Add a @peers feature to ask for peers' opinions,,,,,
2022-10-21 13:42:25,2022-10-21 13:42:55,IP Address,*******,14,30,False,2022-10-28 13:42:58,R_12fGiuNLh5GF7Mc,*******,*******,*******,*******,*******,*******,anonymous,EN,ect62,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-29 13:25:07,2022-10-29 13:26:38,IP Address,*******,100,90,True,2022-10-29 13:26:38,R_2dzJ1zjMLWBWI73,*******,*******,*******,*******,*******,*******,anonymous,EN,sh835,Yes,i cant upload any photos on my computer,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Strongly agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,,"When posting notes, we should not be constrained to select topics from last week’s lecture but should be allowed to choose any learned topics in the course.",,"When posting notes, we should not be constrained to select topics from last week’s lecture but should be allowed to choose learned topics in the last 2 weeks.",,,Default post order in “community” page should be organized by random rather than by time,,,,,,,
2022-10-22 17:34:58,2022-10-22 17:35:08,IP Address,*******,14,10,False,2022-10-29 17:35:14,R_737kN547Vd9BaQV,*******,*******,*******,*******,*******,*******,anonymous,EN,Tdf38,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-30 08:21:10,2022-10-30 08:23:21,IP Address,*******,100,130,True,2022-10-30 08:23:21,R_3iyeHog87VBpCVx,*******,*******,*******,*******,*******,*******,anonymous,EN,ecs273,No,,Somewhat agree,Somewhat agree,Strongly disagree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,,,,"When posting notes, we should not be constrained to select topics from last week’s lecture but should be allowed to choose learned topics in the last 2 weeks.",,,,,,Add links to profiles of whom left comments,Add a filter to only see posts by friends,,,
2022-10-21 10:18:12,2022-10-23 13:23:59,IP Address,*******,86,183947,False,2022-10-30 13:24:01,R_2QXv4CibTeq2zx0,*******,*******,*******,*******,*******,*******,anonymous,EN,akw67,No,,Somewhat agree,Somewhat agree,Strongly disagree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,,,,,,,,,,,,,,
2022-10-30 15:20:11,2022-10-30 15:21:18,IP Address,*******,100,67,True,2022-10-30 15:21:18,R_1dExktIGRq0H2yd,*******,*******,*******,*******,*******,*******,anonymous,EN,jz485,No,,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Our community should prioritize responding to each other’s comments (also count as comments) rather than always starting new comments.,"When posting notes, we should not be constrained to select topics from last week’s lecture but should be allowed to choose any learned topics in the course.",,"When posting notes, we should not be constrained to select topics from last week’s lecture but should be allowed to choose learned topics in the last 2 weeks.",,,,Add a @TA feature to ask for TAs' opinions,,Add links to profiles of whom left comments,,,,
2022-11-01 20:47:54,2022-11-01 20:49:08,IP Address,*******,100,74,True,2022-11-01 20:49:09,R_3lGpZujGeVVcQkk,*******,*******,*******,*******,*******,*******,anonymous,EN,shl235,No,,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,,,,"When posting notes, we should not be constrained to select topics from last week’s lecture but should be allowed to choose learned topics in the last 2 weeks.",,,,Add a @TA feature to ask for TAs' opinions,,,,,,
2022-11-03 18:50:52,2022-11-03 18:51:35,IP Address,*******,100,43,True,2022-11-03 18:51:35,R_PRQVsEC8az2GEJb,*******,*******,*******,*******,*******,*******,anonymous,EN,mm2577,Yes,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,,,"When posting notes, we should not be constrained to select topics from last week’s lecture but should be allowed to choose learned topics in the last 2 weeks.",,,Default post order in “community” page should be organized by random rather than by time,,,,,,,
2022-11-06 20:06:25,2022-11-06 20:07:45,IP Address,*******,100,79,True,2022-11-06 20:07:45,R_3j7HFHhf6Mj2zE0,*******,*******,*******,*******,*******,*******,anonymous,EN,ecs273,No,,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,,,,"When posting notes, we should not be constrained to select topics from last week’s lecture but should be allowed to choose learned topics in the last 2 weeks.",,,,,,Add links to profiles of whom left comments,Add a filter to only see posts by friends,,,
2022-11-06 22:49:05,2022-11-06 22:50:50,IP Address,*******,100,105,True,2022-11-06 22:50:51,R_YQ66sLlN2jrTrDb,*******,*******,*******,*******,*******,*******,anonymous,EN,mg2265,No,,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Our community should prioritize responding to each other’s comments (also count as comments) rather than always starting new comments.,"When posting notes, we should not be constrained to select topics from last week’s lecture but should be allowed to choose any learned topics in the course.",,"When posting notes, we should not be constrained to select topics from last week’s lecture but should be allowed to choose learned topics in the last 2 weeks.",,,,Add a @TA feature to ask for TAs' opinions,,,,,,I have missed a couple submissions. Can I make them up?
2022-11-01 19:09:25,2022-11-01 19:10:16,IP Address,*******,14,51,False,2022-11-08 18:10:18,R_10qhi0mPyElUYXv,*******,*******,*******,*******,*******,*******,anonymous,EN,bcp44,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-06 10:07:21,2022-11-06 10:07:58,IP Address,*******,14,36,False,2022-11-13 10:08:03,R_1jp4Am1SpdR8O11,*******,*******,*******,*******,*******,*******,anonymous,EN,mek285,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
