StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q20,Q2,Q3,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q16_1,Q16_2,Q16_3,Q16_4,Q16_5,Q16_5_TEXT,Q17_1,Q17_2,Q17_3,Q17_4,Q17_5,Q17_6,Q17_6_TEXT,Q21
2022-09-30 18:15:23,2022-09-30 18:22:38,IP Address,*******,100,434,True,2022-09-30 18:22:39,R_3lrjukyq7wzYVip,*******,*******,*******,*******,*******,*******,anonymous,EN,jor22,Yes,"I received a prompt to sign up for an account even though I was already signed in and already ",Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Comments should NOT be mandatory,,Should use mobile device instead of laptop to post,,,,"Show the topic (HER process) of each post in ""community"" page",,,,,,,
2022-09-30 18:21:16,2022-09-30 18:27:45,IP Address,*******,100,388,True,2022-09-30 18:27:45,R_1Nmj9S177ZfqS2z,*******,*******,*******,*******,*******,*******,anonymous,EN,Jcy54,No,,Somewhat agree,Somewhat agree,Strongly disagree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Comments should NOT be mandatory,,Should use mobile device instead of laptop to post,Add a title to the post to summarize the post content,,,"Show the topic (HER process) of each post in ""community"" page",Add a summary list of all posts’ titles in “community” page,,,,,,
2022-09-30 19:15:46,2022-09-30 19:17:42,IP Address,*******,100,116,True,2022-09-30 19:17:42,R_2dGYtOl9tVf99Kj,*******,*******,*******,*******,*******,*******,anonymous,EN,rn262,Yes,wrong photos from what I posted,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,,,,Add a title to the post to summarize the post content,,,,Add a summary list of all posts’ titles in “community” page,,,,,,
2022-09-30 20:09:16,2022-09-30 20:15:57,IP Address,*******,100,400,True,2022-09-30 20:15:57,R_2RQdIrMEW5yhN0R,*******,*******,*******,*******,*******,*******,anonymous,EN,jc2539,No,,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Comments should NOT be mandatory,,,,,,"Show the topic (HER process) of each post in ""community"" page",,,,,,,
2022-09-30 20:28:22,2022-09-30 20:29:59,IP Address,*******,100,96,True,2022-09-30 20:29:59,R_AEsGr36PCUXSFIR,*******,*******,*******,*******,*******,*******,anonymous,EN,fs369,Yes,None,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,,,Should use mobile device instead of laptop to post,,,,,,,Add links to profiles of whom left comments,,,,
2022-09-30 20:28:44,2022-09-30 20:32:13,IP Address,*******,100,208,True,2022-09-30 20:32:13,R_3gUAbgG1JaiNon4,*******,*******,*******,*******,*******,*******,anonymous,EN,cho35,No,,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Comments should NOT be mandatory,"""cool"", ""funny"", ""useful"" reactions should be mandatory",Should use mobile device instead of laptop to post,Add a title to the post to summarize the post content,,,,,"Just use ""like"" instead of ""cool"", ""funny"", ""useful""",,Add a filter to only see posts by friends,,,
2022-09-30 20:54:10,2022-09-30 20:59:08,IP Address,*******,100,297,True,2022-09-30 20:59:08,R_3MbQVgdsBvaJGY4,*******,*******,*******,*******,*******,*******,anonymous,EN,ic277,Yes,Posts and comments getting duplicated,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,,,,"Others, please specify",like button,"Show the topic (HER process) of each post in ""community"" page",,,,,,,
2022-09-30 21:35:51,2022-09-30 21:52:59,IP Address,*******,100,1028,True,2022-09-30 21:53:00,R_1JDgXhp5SQb6BAS,*******,*******,*******,*******,*******,*******,anonymous,EN,dmf233,No,,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Neither agree nor disagree,,,Should use mobile device instead of laptop to post,,,,,,"Just use ""like"" instead of ""cool"", ""funny"", ""useful""",,,,,
2022-09-30 22:09:09,2022-09-30 22:10:59,IP Address,*******,100,109,True,2022-09-30 22:10:59,R_0cUKDjVQiFgVmr7,*******,*******,*******,*******,*******,*******,anonymous,EN,jcl356,No,,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,,"""cool"", ""funny"", ""useful"" reactions should be mandatory",,Add a title to the post to summarize the post content,,,"Show the topic (HER process) of each post in ""community"" page",Add a summary list of all posts’ titles in “community” page,,,,,,
2022-09-30 22:49:12,2022-09-30 22:51:55,IP Address,*******,100,162,True,2022-09-30 22:51:55,R_3M0EsdbD2U9lRKl,*******,*******,*******,*******,*******,*******,anonymous,EN,dpg82,No,,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,,,Should use mobile device instead of laptop to post,,,,"Show the topic (HER process) of each post in ""community"" page",,"Just use ""like"" instead of ""cool"", ""funny"", ""useful""",,,,,
2022-09-30 23:07:38,2022-09-30 23:10:36,IP Address,*******,100,178,True,2022-09-30 23:10:36,R_1mRe0OD79gNSE9f,*******,*******,*******,*******,*******,*******,anonymous,EN,Als475,No,,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,,,,,"Others, please specify",If there was an actual app that didn’t log you out that would be helpful.,"Show the topic (HER process) of each post in ""community"" page",,,Add links to profiles of whom left comments,Add a filter to only see posts by friends,,,
2022-10-01 00:19:52,2022-10-01 00:20:51,IP Address,*******,100,59,True,2022-10-01 00:20:52,R_3P7F3ZPe7zy4TDC,*******,*******,*******,*******,*******,*******,anonymous,EN,mm2577,Yes,"It was not letting me upload ",Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Comments should NOT be mandatory,,,,,,"Show the topic (HER process) of each post in ""community"" page",,,,,,,
2022-10-01 00:58:22,2022-10-01 00:59:34,IP Address,*******,100,71,True,2022-10-01 00:59:34,R_1F8kQBX8o6N8Lpr,*******,*******,*******,*******,*******,*******,anonymous,EN,ajk276,No,,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Neither agree nor disagree,,,,Add a title to the post to summarize the post content,,,"Show the topic (HER process) of each post in ""community"" page",,,,,,,
2022-10-01 08:27:12,2022-10-01 08:29:56,IP Address,*******,100,164,True,2022-10-01 08:29:56,R_2dSbjel0aPGFGZw,*******,*******,*******,*******,*******,*******,anonymous,EN,ecs273,No,,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,,,,Add a title to the post to summarize the post content,,,"Show the topic (HER process) of each post in ""community"" page",Add a summary list of all posts’ titles in “community” page,,Add links to profiles of whom left comments,,,,
2022-10-01 10:14:49,2022-10-01 10:15:46,IP Address,*******,100,56,True,2022-10-01 10:15:46,R_1jVOvM8vlk2XpmF,*******,*******,*******,*******,*******,*******,anonymous,EN,jrk297,No,,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Comments should NOT be mandatory,"""cool"", ""funny"", ""useful"" reactions should be mandatory",,,,,,,"Just use ""like"" instead of ""cool"", ""funny"", ""useful""",,,,,
2022-10-01 11:21:53,2022-10-01 11:23:06,IP Address,*******,100,73,True,2022-10-01 11:23:06,R_31pcqGfm2GoYV5k,*******,*******,*******,*******,*******,*******,anonymous,EN,yh462,No,,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Comments should NOT be mandatory,,,,,,"Show the topic (HER process) of each post in ""community"" page",,,,,,,
2022-09-30 19:38:59,2022-10-01 11:28:10,IP Address,*******,100,56950,True,2022-10-01 11:28:10,R_21ogKq76GAcTTDz,*******,*******,*******,*******,*******,*******,anonymous,EN,yl3262,Yes,,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Comments should NOT be mandatory,,,,,,"Show the topic (HER process) of each post in ""community"" page",,"Just use ""like"" instead of ""cool"", ""funny"", ""useful""",,,,,
2022-10-01 12:09:55,2022-10-01 12:14:20,IP Address,*******,100,264,True,2022-10-01 12:14:20,R_2YX6BeUydHxBZWt,*******,*******,*******,*******,*******,*******,anonymous,EN,Zrr5,Yes,The site was not initially loading- but works better now,Somewhat agree,Strongly agree,Strongly disagree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Comments should NOT be mandatory,"""cool"", ""funny"", ""useful"" reactions should be mandatory",Should use mobile device instead of laptop to post,,,,"Show the topic (HER process) of each post in ""community"" page",,"Just use ""like"" instead of ""cool"", ""funny"", ""useful""",,Add a filter to only see posts by friends,,,"Nope!! It has been great so far "
2022-10-01 12:50:16,2022-10-01 12:52:27,IP Address,*******,100,130,True,2022-10-01 12:52:28,R_DTUrvxGsNEGzCBH,*******,*******,*******,*******,*******,*******,anonymous,EN,ako28,Yes,I posted twice sometimes even though I meant to post only once,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,,,Should use mobile device instead of laptop to post,Add a title to the post to summarize the post content,,,"Show the topic (HER process) of each post in ""community"" page",,,,Add a filter to only see posts by friends,"Others, please specify",Filter by HER process,
2022-10-01 12:16:41,2022-10-01 13:53:36,IP Address,*******,100,5815,True,2022-10-01 13:53:37,R_2CDIInUWQr8SsyQ,*******,*******,*******,*******,*******,*******,anonymous,EN,yl3498,No,,Somewhat agree,Somewhat agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,,"""cool"", ""funny"", ""useful"" reactions should be mandatory",,,,,"Show the topic (HER process) of each post in ""community"" page",Add a summary list of all posts’ titles in “community” page,,,,,,
2022-10-01 14:05:29,2022-10-01 14:07:50,IP Address,*******,100,140,True,2022-10-01 14:07:50,R_29bM8hz1AcAt5kc,*******,*******,*******,*******,*******,*******,anonymous,EN,mrm397,Yes,"After posting a comment and submitted it, the comment was still in the text box.",Somewhat agree,Somewhat agree,Somewhat disagree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,,"""cool"", ""funny"", ""useful"" reactions should be mandatory",,,,,"Show the topic (HER process) of each post in ""community"" page",,,,,,,
2022-10-01 14:34:23,2022-10-01 14:36:09,IP Address,*******,100,105,True,2022-10-01 14:36:09,R_ebT29v2jCS17j0t,*******,*******,*******,*******,*******,*******,anonymous,EN,esc82,Yes,Sometimes I see two of the same post,Somewhat agree,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Comments should NOT be mandatory,,,,,,"Show the topic (HER process) of each post in ""community"" page",,,,,,,N/A
2022-10-01 15:31:41,2022-10-01 15:33:40,IP Address,*******,100,118,True,2022-10-01 15:33:40,R_3maY8taef2Gpe5L,*******,*******,*******,*******,*******,*******,anonymous,EN,nam97,No,,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,,,Add a title to the post to summarize the post content,,,"Show the topic (HER process) of each post in ""community"" page",,,,,,,
2022-10-01 15:56:21,2022-10-01 15:58:19,IP Address,*******,100,117,True,2022-10-01 15:58:19,R_2zopsfeBFSbtx24,*******,*******,*******,*******,*******,*******,anonymous,EN,rs932,Yes,One of the post is not mine,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Comments should NOT be mandatory,,,,,,"Show the topic (HER process) of each post in ""community"" page",,,Add links to profiles of whom left comments,,,,
2022-10-01 16:40:16,2022-10-01 16:41:48,IP Address,*******,100,91,True,2022-10-01 16:41:48,R_24odl34dnxdu9JJ,*******,*******,*******,*******,*******,*******,anonymous,EN,mnr34,No,,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,,"""cool"", ""funny"", ""useful"" reactions should be mandatory",,,,,"Show the topic (HER process) of each post in ""community"" page",,"Just use ""like"" instead of ""cool"", ""funny"", ""useful""",Add links to profiles of whom left comments,,,,
2022-10-01 19:46:48,2022-10-01 19:48:51,IP Address,*******,100,123,True,2022-10-01 19:48:52,R_1go72XSPGBxZLPt,*******,*******,*******,*******,*******,*******,anonymous,EN,eay28,No,,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Comments should NOT be mandatory,,,,,,"Show the topic (HER process) of each post in ""community"" page",,"Just use ""like"" instead of ""cool"", ""funny"", ""useful""",,,,,
2022-10-01 21:17:03,2022-10-01 21:18:35,IP Address,*******,100,92,True,2022-10-01 21:18:36,R_bwGgUZXCnfPeqHf,*******,*******,*******,*******,*******,*******,anonymous,EN,nae36,No,,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Comments should NOT be mandatory,,,Add a title to the post to summarize the post content,,,"Show the topic (HER process) of each post in ""community"" page",,"Just use ""like"" instead of ""cool"", ""funny"", ""useful""",,,,,
2022-10-01 22:37:19,2022-10-01 22:38:21,IP Address,*******,100,61,True,2022-10-01 22:38:21,R_2CKzK7GXKMRWbjP,*******,*******,*******,*******,*******,*******,anonymous,EN,ay283,No,,Somewhat agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,,,Add a title to the post to summarize the post content,,,"Show the topic (HER process) of each post in ""community"" page",,,,,,,
2022-10-02 07:52:47,2022-10-02 07:53:56,IP Address,*******,100,68,True,2022-10-02 07:53:56,R_3L6UNgAC9Krw0qm,*******,*******,*******,*******,*******,*******,anonymous,EN,mk2628,No,,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Comments should NOT be mandatory,,,,,,"Show the topic (HER process) of each post in ""community"" page",Add a summary list of all posts’ titles in “community” page,,,,,,
2022-10-02 08:48:44,2022-10-02 08:50:03,IP Address,*******,100,79,True,2022-10-02 08:50:03,R_1QyI7Se7c5Dax8L,*******,*******,*******,*******,*******,*******,anonymous,EN,rw648,No,,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,,,,Add a title to the post to summarize the post content,,,"Show the topic (HER process) of each post in ""community"" page",,,Add links to profiles of whom left comments,,,,
2022-10-02 09:03:22,2022-10-02 09:06:09,IP Address,*******,100,167,True,2022-10-02 09:06:10,R_T5udlr3MkhPvxkd,*******,*******,*******,*******,*******,*******,anonymous,EN,ave23,No,,Somewhat agree,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,,,Should use mobile device instead of laptop to post,Add a title to the post to summarize the post content,,,"Show the topic (HER process) of each post in ""community"" page",Add a summary list of all posts’ titles in “community” page,"Just use ""like"" instead of ""cool"", ""funny"", ""useful""",,,,,
2022-10-02 11:56:18,2022-10-02 11:58:14,IP Address,*******,100,115,True,2022-10-02 11:58:14,R_3ffMUWfPPk5iiFC,*******,*******,*******,*******,*******,*******,anonymous,EN,jw832,No,,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Comments should NOT be mandatory,,,,,,,,"Just use ""like"" instead of ""cool"", ""funny"", ""useful""",,,,,
2022-10-02 13:22:13,2022-10-02 13:23:51,IP Address,*******,100,98,True,2022-10-02 13:23:51,R_0APpsAL5ye2rTWh,*******,*******,*******,*******,*******,*******,anonymous,EN,cs2338,No,,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,,,Should use mobile device instead of laptop to post,,,,"Show the topic (HER process) of each post in ""community"" page",,,,,,,
2022-10-02 13:26:24,2022-10-02 13:27:34,IP Address,*******,100,69,True,2022-10-02 13:27:34,R_1j9Qo2d1ZMaxjLN,*******,*******,*******,*******,*******,*******,anonymous,EN,scf76,Yes,Login page,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Comments should NOT be mandatory,"""cool"", ""funny"", ""useful"" reactions should be mandatory",Should use mobile device instead of laptop to post,Add a title to the post to summarize the post content,,,,Add a summary list of all posts’ titles in “community” page,,,Add a filter to only see posts by friends,,,
2022-10-02 13:47:06,2022-10-02 13:48:43,IP Address,*******,100,96,True,2022-10-02 13:48:43,R_1QA9w4oklt2vERX,*******,*******,*******,*******,*******,*******,anonymous,EN,abs339,No,,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Comments should NOT be mandatory,"""cool"", ""funny"", ""useful"" reactions should be mandatory",Should use mobile device instead of laptop to post,,,,,,"Just use ""like"" instead of ""cool"", ""funny"", ""useful""",,,,,
2022-10-02 14:21:28,2022-10-02 14:23:15,IP Address,*******,100,107,True,2022-10-02 14:23:16,R_3q1LkpayLTGlbTH,*******,*******,*******,*******,*******,*******,anonymous,EN,mak448,No,,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Comments should NOT be mandatory,,,,,,,,"Just use ""like"" instead of ""cool"", ""funny"", ""useful""",,,,,
2022-09-25 15:34:18,2022-09-25 15:34:28,IP Address,*******,11,10,False,2022-10-02 15:34:31,R_2vdAUusbDWaeHb4,*******,*******,*******,*******,*******,*******,anonymous,EN,,No,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-02 16:19:38,2022-10-02 16:21:10,IP Address,*******,100,92,True,2022-10-02 16:21:11,R_vH3CdnenPYLG7kJ,*******,*******,*******,*******,*******,*******,anonymous,EN,nrb84,No,,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,,,Add a title to the post to summarize the post content,,,"Show the topic (HER process) of each post in ""community"" page",,"Just use ""like"" instead of ""cool"", ""funny"", ""useful""",Add links to profiles of whom left comments,Add a filter to only see posts by friends,,,
2022-10-02 17:57:56,2022-10-02 17:59:25,IP Address,*******,100,89,True,2022-10-02 17:59:26,R_2WBV9Kyczw22mhP,*******,*******,*******,*******,*******,*******,anonymous,EN,Si226,No,,Somewhat agree,Somewhat agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Comments should NOT be mandatory,,,,,,"Show the topic (HER process) of each post in ""community"" page",,,,,,,
2022-10-02 18:39:30,2022-10-02 18:41:04,IP Address,*******,100,93,True,2022-10-02 18:41:04,R_2OMGU9MDNMIE8ZO,*******,*******,*******,*******,*******,*******,anonymous,EN,hes222,No,,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Comments should NOT be mandatory,,Should use mobile device instead of laptop to post,Add a title to the post to summarize the post content,,,"Show the topic (HER process) of each post in ""community"" page",,,,,,,no
2022-09-25 18:44:12,2022-09-25 18:45:00,IP Address,*******,11,47,False,2022-10-02 18:45:00,R_1hyxw1GSTKaOMmI,*******,*******,*******,*******,*******,*******,anonymous,EN,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-25 18:58:38,2022-09-25 18:59:03,IP Address,*******,83,25,False,2022-10-02 18:59:06,R_3GpR2YiK8NLJk0k,*******,*******,*******,*******,*******,*******,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-25 20:20:00,2022-09-25 20:21:08,IP Address,*******,83,67,False,2022-10-02 20:21:10,R_1QL93fgIpetaLO4,*******,*******,*******,*******,*******,*******,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-02 20:21:06,2022-10-02 20:23:45,IP Address,*******,100,158,True,2022-10-02 20:23:45,R_2AFqAJjWrY2xoSp,*******,*******,*******,*******,*******,*******,anonymous,EN,xh282,No,,Strongly agree,Strongly agree,Somewhat disagree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Comments should NOT be mandatory,,,,,,,,,Add links to profiles of whom left comments,,,,
2022-10-02 20:51:59,2022-10-02 20:52:32,IP Address,*******,100,33,True,2022-10-02 20:52:33,R_25TSc7bNRp1hUR7,*******,*******,*******,*******,*******,*******,anonymous,EN,cjp222,No,,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,,,Should use mobile device instead of laptop to post,,,,,Add a summary list of all posts’ titles in “community” page,,,,,,na
2022-10-01 15:59:14,2022-10-02 21:07:50,IP Address,*******,100,104916,True,2022-10-02 21:07:50,R_12xQZwxPHsiwRPp,*******,*******,*******,*******,*******,*******,anonymous,EN,ly375,No,,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,,,,Add a title to the post to summarize the post content,,,"Show the topic (HER process) of each post in ""community"" page",,,,,,,
2022-10-02 21:42:14,2022-10-02 21:43:28,IP Address,*******,100,73,True,2022-10-02 21:43:28,R_REJ87Qdxibst9kd,*******,*******,*******,*******,*******,*******,anonymous,EN,aqg4,No,,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Comments should NOT be mandatory,,Should use mobile device instead of laptop to post,,,,"Show the topic (HER process) of each post in ""community"" page",,"Just use ""like"" instead of ""cool"", ""funny"", ""useful""",Add links to profiles of whom left comments,,,,
2022-10-02 21:50:48,2022-10-02 21:52:19,IP Address,*******,100,90,True,2022-10-02 21:52:19,R_3Gp8AKgZSDCS0OG,*******,*******,*******,*******,*******,*******,anonymous,EN,mvs38,No,,Somewhat agree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,,,Should use mobile device instead of laptop to post,Add a title to the post to summarize the post content,,,"Show the topic (HER process) of each post in ""community"" page",,"Just use ""like"" instead of ""cool"", ""funny"", ""useful""",,,,,
2022-09-26 00:05:22,2022-09-26 00:07:11,IP Address,*******,79,108,False,2022-10-03 00:07:14,R_1hEBFSVYLAbqrdy,*******,*******,*******,*******,*******,*******,anonymous,EN,sds,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-25 13:27:27,2022-09-26 00:21:37,IP Address,*******,74,39250,False,2022-10-03 00:21:46,R_1gBaGiIGISmbb3q,*******,*******,*******,*******,*******,*******,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-26 09:23:57,2022-09-26 09:27:03,IP Address,*******,16,186,False,2022-10-03 09:27:07,R_23ZQjTcCRi2tBcg,*******,*******,*******,*******,*******,*******,anonymous,EN,ly375,No,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-03 17:15:03,2022-10-03 17:16:04,IP Address,*******,100,60,True,2022-10-03 17:16:04,R_1rP0xoviJtRlJyN,*******,*******,*******,*******,*******,*******,anonymous,EN,jz485,No,,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Comments should NOT be mandatory,,Should use mobile device instead of laptop to post,,,,,Add a summary list of all posts’ titles in “community” page,,Add links to profiles of whom left comments,,,,
2022-10-03 22:14:05,2022-10-03 22:15:15,IP Address,*******,100,70,True,2022-10-03 22:15:15,R_1fm6HOSJlOaqHft,*******,*******,*******,*******,*******,*******,anonymous,EN,crd229,No,,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Somewhat agree,,,Should use mobile device instead of laptop to post,,,,"Show the topic (HER process) of each post in ""community"" page",,"Just use ""like"" instead of ""cool"", ""funny"", ""useful""",,,,,
2022-09-27 18:45:21,2022-09-27 18:45:35,IP Address,*******,16,13,False,2022-10-04 18:45:35,R_z6Z7KK9lRJEbGLL,*******,*******,*******,*******,*******,*******,anonymous,EN,kmt224,No,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-05 09:07:34,2022-10-05 09:08:08,IP Address,*******,100,33,True,2022-10-05 09:08:08,R_yUSLNT3H8JCaBNv,*******,*******,*******,*******,*******,*******,anonymous,EN,Mm2577,No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Comments should NOT be mandatory,,,,,,,,,Add links to profiles of whom left comments,,,,
2022-09-30 17:15:14,2022-10-05 09:51:53,IP Address,*******,100,405399,True,2022-10-05 09:51:54,R_2VqDtsYElrGsDZc,*******,*******,*******,*******,*******,*******,anonymous,EN,bt283,No,,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Comments should NOT be mandatory,,,,,,"Show the topic (HER process) of each post in ""community"" page",,,,,,,
2022-10-05 12:18:52,2022-10-05 12:20:16,IP Address,*******,100,83,True,2022-10-05 12:20:16,R_UJu257PAdw2n2IF,*******,*******,*******,*******,*******,*******,anonymous,EN,bmd226,No,,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Comments should NOT be mandatory,,Should use mobile device instead of laptop to post,,,,,,,,Add a filter to only see posts by friends,,,nope
